assunto;relato
Tráfico de drogas/Armas;Solicita-se que a Polícia Militar faça rondas periódicas na Rua Engenho vida Rainha,316 - Vila Santa Luzia - Bairro de Inhauma,para conter furtos de cabos de telefonia e desvio de internet no local. Sabe-se que está prática é uma das vias de sustento do Tráfico de drogas.
Tráfico de drogas/Armas;Traficantes que atuam no Morro do pinto, no bairro do Santo Cristo, Centro/RJ. O com o símbolo do Flamengo na foto, se chama Diego, vulgo DG Gerente da boca de fumo O sem camisa tb é traficante da área, se chama Rodrigo e é irmão do Reinaldo, vulgo Fuzil, que está preso por matar um pm. O de caso preto se chama Rogério, conhecido como Rogerinho, tb traficante, filho de um traficante chamado chumbinho que está preso.
Tráfico de drogas/Armas;Na rua andorinhas com juvenal galeno, moradores sao novos e no ultimo sabado fizeram um festa onde cerca de 05 jovens se drogavam fumando maconha e cheirando cocaina. E tem ocorrido chegada de pessoas edtranhas que chamam na janela e um dos moradores aparece recebe algo e logo em seguuda entrega outra coisa de volta, como se tivessem traficando drogas e fazendo um estica no local. A casa é de frente pra rua ao lado de uma casa verde de dois andares e essa casa verde reside a filha da dona que alugou o imovel.
Tráfico de drogas/Armas;Eles estão vendendo muita droga na piraque
Tráfico de drogas/Armas;No dia 23/04/2017 haverá um baile funk, regado a drogas, bandidos armados no bar martins, na esquina da rua oliveira melo com rua António João, proximo a ponte, no local, elementos armados consomem e vendem drogas, ostentando armas, fato que ocorre todos os dias de evento, a polícia militar vem ao local, pega o arrego e vão embora e o baile continua até altas horas da madrugada, nessa data referida acima, havera um show com um grupo de pagode de nome disfarce, por favor, tomem alguma atitude, nosso bairro está abandonado.
Tráfico de drogas/Armas;Hoje,mas uma vez a polícia vem ao bairro,os traficantes se escondem,a policia vai embora eles voltam a circular portando armas de grosso calibre.
Tráfico de drogas/Armas;Aqui nós não aguenta mais todo dia depois de 19 horas dez traficantis ficam armados e vendendo drogas e eles também coloca barrigadas pra não deixar os carros passar
Tráfico de drogas/Armas;Quero relatar  sobre o baile funk no bairro Paraiso, cidade Sao Goncalo na regiao da UERJ FFP comeca no inicio da madrugada de quarta-feira e tem ido quase até de manha (das 23:00 até as 06 da manha). Desde o ano passado acontecia seguidamente semana apos semana atrapalhando o sono de todo mundo! Isso é um desrespeito, com quem trabalha/estuda cedo. Provavelmente é promovido pelos bandidos do morro do Feijao com ligacao com o Comando Vermelho. Os proprios bandidos divulgam a filiacao e desafiam a policia abertamente.
Tráfico de drogas/Armas;Feira de drogas nas ruas do Senai e rua Tiradentes. Pistolas fuzil desrespeito com moradores apontando armas pras pessoas, até pedindo dinheiro pra crianças intimidando... Barricadas (segue foto) Basta um policial vir escondido e.assistir tudo de cima do viaduto (Rotatória do BRT)... Espero que façam algo! 
Tráfico de drogas/Armas;Venho através deste app, agradecer muito a Operação da polícia aqui na rua Jaguaré em Laranjal neste último sábado,resultando na apreensão do menor Luciano e por favor fiquem sempre vigilantes na ação dele, pois seu envolvimento no tráfico é persistente e inclusive quando a polícia o apreendeu, ele pediu socorro á mãe, fazendo-se inocente, mas estes dias ele já foi visto na garupa de uma moto aqui na rua indo em direção ao Morro da caixa- dágua nova, e é lá que ele fica de guarda com uma arma vigiando a polícia. Ele recentemente machucou o pé ao fugir da policia, pulando os muros das casas, um vergalhão atravessou o pé dele. O irmão dele, o Sandro, também tem envolvimento no tráfico , ele utiliza a Barraca do falecido avó e vive com um caderno fazendo anotaçÃµes e varias motos param em frente da casa dele e do bar, inclusive vans e caminhÃµes pequenos estranhos e gente estranha. Na semana passada roubaram um caminhão de cerveja e Sandro deu cobertura em frente a casa dele, descarregando os engradados e escondendo num quintal baldio.  Por favor, fiquem sempre de olho nestes dois, eles fingem que são trabalhadores, mas não são, e Sandro nunca gostou de trabalhar e se faz algum bico é só pra disfarçar da polícia e dos vizinhos.. Sandro tem mulher e uma filha, mas a mae deu a casa do avó pra eles morarem. A mãe não tem e nunca teve autoridade sobre eles e eles nunca a respeitaram, Luciano ameaçava a mae com faca e nunca eles gostaram de estudar. Por favor, fiquem de olho nesta barraca, pois nesta semana já parou um caminhão estranho em frente á barraca deles. Quero agradecer também pois nesta Operação, o fluxo de pessoas estranhas diminuiu mas não cessou e quero agradecer pela investigação na casa dos idosos Mercedes e Seu Natalício aqui na mesma rua, pois os caras  estavam se instalando no sobrado da casa deles e parece que estes caras já sumiram e não estão perturbando mais a vida deles, no Lote 30 quadra 55. Eles estavam invadindo atrás da casa deles também e me parece que os caras sumiram.  Maxwell foi apreendido também e ele é vigilante do trafico aqui permanente na rua, seu ponto é em frente a barraca de Sandro, acompanhados do menor MARCELO JUNIOR que também vigia e ajuda o tráfico aqui na rua e de outro rapaz de cor branca, tatuagens no braço , bem magro ,morador da rua e que desconheço o nome. 
Tráfico de drogas/Armas;Venda de dinheiro falso online
Tráfico de drogas/Armas;Gostaria de complementar uma denuncia feita a respeito de uso de entorpecentes, no terraco da casa que foi feito o uso de cigartos de maconha e pode ser visto algo no telhado do vizinho. 
Tráfico de drogas/Armas;Tráfico de drogas e consumo ao ar livre no meio da rua perto de colégio e residências familiares.
Tráfico de drogas/Armas;Boa tarde. Desculpe o transtorno,pois solicito uma vistoria no local abaixo escrito,pois tem morador no local consumindo algo de estranho tipo: armas,maçonhha,cola,solúvel  ou algo do tipo.Pois o cheiro eh insuportável e as cia também. . Som alto aos fins de semana.vozes altas e tambem interferindo na obra no local de vizinhos.impedindo q o material de obra estacione no local ou algo do tipo. Segundo moradores ao redor,o mesmo vem fazendo algazarras e ameaças aos moradores no final do dia.e sempre acompanhado por pessoas estranhas. Uma hora com mulher.outra hora com adolescentes. Outra hora com adultos.sem contar com pessoas pelo qual ele vem se comunicando através de telefone. Marcando algo ou vigiando alguém. Por volta das 07h o mesmo sai falando alto no tel e só retorna por voltas em média as 17h.sempre acompanhado por alguém. Assim q a noite cai.o mesmo vai ao seu portao e fica lá por horas.ate chegar alguém pra lhe entregar algo e em seguida entra. Solicito uma visita inesperada ao local descrito para futuras vistorias.pois isso está demais. N podemos mais viver assim.gistariamos de uma solução o quanto antes. Desde já agradeço. 
Tráfico de drogas/Armas;INSATISFEITOS COM A ATUAÇAO DOS POLICIAIS CIVIS LOTADOS NA 39Âª DP â  PAVUNA, QUE ESTAO COIBINDO O ROUBO E A VENDA DE CARGAS ROUBADAS NA FEIRA DA PAVUNA, TRAFICANTES DA PEDREIRA, INTEGRANTES DA ADA, ESTIVERAM REUNIDOS NA NOITE DE ONTEM, DIA 18/04, E DECIDIRAM ATENTAR CONTRA A VIDA DOS LOTADOS NESSA DELEGACIA. O POLICIAL CIVIL â WILLIAMâ ?, CONHECIDO COMO â DIDIâ ?, QUE E MORADOR DA PAVUNA, E O PRINCIPAL ALVO DESSES TRAFICANTES.
Tráfico de drogas/Armas;Já algum tempo o tráfico aterroriza a Vila Kennedy, nos surpreendemos (moradores) do entorno da Praça do Barrão, onde ficam duas escolas municipais, chumbaram como se fosse um poste, um trilho de trem na vertical, não dá pra passar um caminhão. Fico perplexa, pois nossos vizinhos são o 14º Btl e BPV, e nada é feito.
Tráfico de drogas/Armas;Todos os dias depois das 19 horas, o traficante xuxa, junto com mais 4 homens ficam no final da rua barão , no sentido vila Valqueire, ou seja, do lado oposto do morro são José, consumindo e vendendo drogas. Eles ficam sentados em um portão de pedra grande ao lado direito da rua no alto da ladeira.  Da última vez que vi eles estavam com um revólver. Inclusive um desses homens que ficava no mesmo local foi preso no final do ano passado pela roubando em Vicente de carvalho.
Tráfico de drogas/Armas;Um grupo de polícias militares estão realizando serviço de segurança irregularmente para empresas de transporte, na Rio-Santos, em Campo Grande.
Tráfico de drogas/Armas;Pedimos socorro...mais de 80 homens fortemente armados na rua Nabuco de Freitas 110 - santo Cristo. Eles fizeram em frente a vila são jose ponto de drogas. Na Nabuco de Freitas numero 110, entre dois Bares existe 3 pontos onde os bandidos guardam armas e drogas... Dentro de um carro abandonado a anos com os pneus arriados, no numero 13 na casa do pai do gerente Didi da boca ... Muitas armas e muitas drogas e na casa triplex em frente ao ultimo poste no fim da vila na casa do tino e da dada. Socorro!!! Muito tiro...estamos aterrorizados!!!
Tráfico de drogas/Armas;Tem ocorrido a venda de drogas no morro dá caixa d'água também conhecido como morro da reunião, situado no bairro Largo do tanque em Jacarepaguá. Novamente os marginais colocaram uma barra de ferro no meio da principal rua de acesso a comunidade. Uma rua de concreto chamada Otávio tarquino de Souza, de modo a dificultar o acesso dos policiais na região. Ressalto que os marginais tem colocado olheiros nas principais ruas de acesso a comunidade de modo avisar aos demais quanto a chegada da polícia. Ficam marginais nas ruas Renato Meira Lima, Virgínia Vidal, Elvira dá Fonseca, Holanda Cavalcante, almirante Melquíades de Souza e rua nuporanga (de frente para a Leroy Merlin). Os marginais durante as incursÃµes policiais fogem pela mata que dá acesso a rua José Braga no tanque, morro do pendura cuja principal rua de acesso é a estrada da covanca, comunidade do bateau muche e são José operário na praça seca. Os policiais durante a incursão na comunidade precisam antes cercar essas áreas que tem acesso pela mata pois assim conseguirão prender uma quantidade maior de marginais e desarticular a sua rota de fuga. Os moradores que moram nos fundos dá área cercada pela mata comumente tem sido coagidos pelos marginais que impÃµem que durante a noite as luzes se mantenham apagadas, batem nas janelas das casas ordenando o silêncio, e invadem os quintais dos moradores para se esconderem. Os moradores que tem carro tem sido obrigados a ligar o pisca alerta do carro para que sejam identificados como moradores. A venda de drogas na comunidade tem acontecido de forma mais intensa a noite. Alguns mototaxistas que trabalham no tanque próximo ao antigo Detran tem relação com os marginais. Não se sabe até que ponto podem estar atuando no transporte de drogas na região. Os marginais também costumam ficar no final dá rua almirante Melquíades de Souza vendendo drogas e fogem pela mata ao final dá rua que dá acesso tanto a av CÃ¢ndido Benício ainda no tanque quanto no bateau muche na praça seca.
Tráfico de drogas/Armas;Quero relatar  sobre o baile funk no bairro Paraiso, cidade Sao Goncalo na regiao da UERJ FFP comeca no inicio da madrugada de quarta-feira e tem ido quase até de manha (das 23:00 até as 06 da manha). Desde o ano passado acontecia seguidamente semana apos semana atrapalhando o sono de todo mundo! Isso é um desrespeito, com quem trabalha/estuda cedo. Provavelmente é promovido pelos bandidos do morro do Feijao com ligacao com o Comando Vermelho. Os proprios bandidos divulgam a filiacao e desafiam a policia abertamente.
Tráfico de drogas/Armas;Estão cortando todas as ruas ao redor de minha residência,  neste momento  estão cortando a rua principal que liga são joao a pavuna. Estão na rua sao francisco de asSIS 300 atrás da empresa santa terezinha. 4 elementos não sei se estão armados mais sao do trafico
Tráfico de drogas/Armas;Venda e uso de drogas e roubo
Tráfico de drogas/Armas;No dia 23 de abril está programado um evento de baile funk financiado pelo tráfico, regado a drogas e homens armados fazendo a segurança, promovido por Alan Martins, cunhado do traficante Mika, inclusive esta sendo falado que o traficante pezão estara presente, os moradores estão se sentindo oprimidos e não tem a quem recorrer, uma vez que, ligam para o 190 e não vem nenhuma viatura, e quando vem, nada fazem, queremos nossa tranquilidade de volta.
Tráfico de drogas/Armas;Abriu um prostibulo na Rua Barão do Bom Retiro 1029 de nome M. Rosas Night Club, próximo ao American Pet emcima da lotérica. Esta madrugada ligaram o som nas alturas por volta de 00:40 e só desligaram de manhã,além da presença de menores no local, tmb há o consumo de drogas e traficantes do Morro São João são vistos com frequência no local. Durante a madrugada um homem passou gritando que era do Morro dos Macacos e que era pra desligar o som alto caso contrário iria atirar. Temo que uma guerra por disputa de ponto de Tráfico de drogas se inicie no local. Pelo amor de Deus nos ajude.
